S.No.,Lane,Type,Entry,Exit,Time
2075,2,1,12183.28,12188.96,5.68
2076,1,1,12186.16,12192.96,6.8
2077,2,1,12198,12203.32,5.32
2078,1,3,12197.36,12206.32,8.96
2079,1,3,12197.72,12206.56,8.84
2080,1,4,12203.48,12210.52,7.04
2081,1,1,12212.92,12220.36,7.44
2082,1,1,12219.44,12225.6,6.16
2083,2,3,12229.6,12238.08,8.48
2084,1,4,12240.16,12248.64,8.48
2085,1,1,12245.44,12252.32,6.88
2086,1,1,12251.08,12258.36,7.28
2087,1,1,12261.28,12269.04,7.76
2088,2,1,12272.72,12278.2,5.48
2089,1,2,12282.04,12289.24,7.2
2090,1,6,12305.12,12313.28,8.16
2091,1,1,12306.04,12314.68,8.64
2092,1,1,12308.56,12315.32,6.76
2093,1,1,12310.12,12316.6,6.48
2094,1,1,12318.6,12325.68,7.08
2095,1,3,12321.28,12327.16,5.88
2096,2,1,12323.76,12331,7.24
2097,1,2,12326.2,12331.88,5.68
2098,1,3,12332.76,12342.64,9.88
2099,2,3,12335.64,12342.84,7.2
2100,1,1,12338.88,12346.2,7.32
2101,1,3,12341.6,12347.32,5.72
2102,1,3,12351.44,12361.72,10.28
2103,2,3,12352.8,12360.16,7.36
2104,2,3,12354.08,12362.04,7.96
2105,2,2,12355.4,12363.8,8.4
2106,1,3,12363.64,12370.92,7.28
2107,1,3,12364.68,12372.52,7.84
2108,1,3,12366,12373.36,7.36
2109,2,1,12376,12379.96,3.96
2110,1,1,12383.8,12393.04,9.24
2111,1,3,12387.52,12395.28,7.76
2112,1,3,12391.48,12398.44,6.96
2113,1,3,12395.36,12402.64,7.28
2114,1,3,12399.16,12407.08,7.92
2115,1,1,12399.32,12406.96,7.64
2116,1,3,12404.96,12412.28,7.32
2117,1,3,12409.68,12415.92,6.24
2118,1,1,12412.6,12419.28,6.68
2119,1,7,12409.72,12423.62,13.9
2120,2,3,12421.88,12427.96,6.08
2121,2,1,12424.04,12430.68,6.64
2122,1,1,12423.16,12436.96,13.8
2123,1,2,12424.32,12438.82,14.5
2124,1,3,12427.96,12438.28,10.32
2125,1,3,12427.96,12439.8,11.84
2126,1,1,12424.04,12436.96,12.92
2127,1,4,12427.16,12441.46,14.3
2128,1,1,12437.56,12448.72,11.16
2129,1,1,12439.48,12446.76,7.28
2130,1,2,12444.28,12450.48,6.2
2131,1,3,12441.4,12453.44,12.04
2132,1,3,12451.96,12462.52,10.56
2133,2,6,12464.88,12473.32,8.44
2134,2,5,12469.32,12476.12,6.8
2135,1,1,12466,12474.24,8.24
2136,2,3,12474.88,12482.12,7.24
2137,2,2,12479.28,12485.68,6.4
2138,1,3,12479.4,12487.08,7.68
2139,1,1,12486.52,12491.92,5.4
2140,1,2,12490.4,12495.76,5.36
2141,1,3,12495.16,12502.32,7.16
2142,1,2,12496.52,12501.16,4.64
2143,2,1,12506.64,12519.16,12.52
2144,1,2,12507.16,12514.36,7.2
2145,2,2,12511.48,12517.32,5.84
2146,2,2,12515.68,12522.08,6.4
2147,2,2,12516.92,12523.96,7.04
2148,2,2,12520.56,12527.2,6.64
2149,1,3,12523.28,12529,5.72
2150,1,4,12534.48,12546.78,12.3
2151,1,2,12543.28,12551.44,8.16
2152,1,1,12548.72,12556.8,8.08
2153,1,1,12551.84,12557.64,5.8
2154,1,1,12554.68,12563.4,8.72
2155,1,1,12557.44,12562.96,5.52
2156,1,1,12559.6,12564.4,4.8
2157,1,3,12559.08,12566.24,7.16
2158,1,2,12625.68,12632.96,7.28
2159,2,4,12629.56,12637.24,7.68
2160,2,2,12631.48,12639.52,8.04
2161,1,3,12632.44,12639.2,6.76
2162,1,1,12634.36,12641.8,7.44
2163,1,1,12640.12,12647.6,7.48
2164,1,4,12643.72,12649.32,5.6
2165,2,3,12645.68,12654.8,9.12
2166,2,2,12650.08,12654.52,4.44
2167,1,1,12647.8,12654.52,6.72
2168,1,1,12648.76,12656.72,7.96
2169,1,1,12650.68,12658.12,7.44
2170,1,3,12659.32,12666.08,6.76
2171,1,3,12660.28,12669,8.72
2172,2,3,12663.52,12670.04,6.52
2173,1,1,12662.36,12669.36,7
2174,2,2,12664.52,12670.92,6.4
2175,2,2,12666.32,12673.64,7.32
2176,2,1,12667.88,12674.2,6.32
2177,2,4,12668.92,12675.84,6.92
2178,1,1,12662.32,12669.44,7.12
2179,1,3,12666.12,12673.24,7.12
2180,1,1,12666.84,12673.96,7.12
2181,1,1,12668.88,12675.64,6.76
2182,2,3,12671.56,12677.32,5.76
2183,2,3,12673.12,12679.48,6.36
2184,2,3,12674.48,12682.36,7.88
2185,2,3,12678.08,12684.76,6.68
2186,1,6,12676.12,12681.2,5.08
2187,1,2,12682.92,12688.88,5.96
2188,2,1,12690.6,12695.8,5.2
2189,1,1,12688.72,12696.4,7.68
2190,1,1,12710.2,12715.32,5.12
2191,1,1,12712.96,12718,5.04
2192,1,1,12716.28,12720.92,4.64
2193,1,1,12726.52,12730.76,4.24
2194,1,1,12726.64,12730.76,4.12
2195,1,4,12727.6,12734.2,6.6
2196,1,3,12728.92,12734.88,5.96
2197,1,1,12743,12749.76,6.76
2198,1,3,12744.64,12751.32,6.68
2199,1,1,12743.8,12752.88,9.08
2200,1,3,12745.88,12755.28,9.4
2201,1,1,12757.12,12761.76,4.64
2202,1,2,12758.84,12764.84,6
2203,2,1,12757.32,12762.28,4.96
2204,1,1,12769.36,12773.56,4.2
2205,1,3,12779.24,12784.6,5.36
2206,1,3,12782.2,12789.88,7.68
2207,1,1,12803.32,12808.6,5.28
2208,1,3,12813.6,12820.28,6.68
2209,1,3,12818.36,12824.04,5.68
2210,1,2,12823.6,12829.08,5.48
2211,1,1,12879.68,12884.08,4.4
2212,1,2,12892.64,12898.96,6.32
2213,1,1,12895.88,12901.76,5.88
2214,1,1,12897.52,12901.76,4.24
2215,1,3,12896.44,12900.84,4.4
2216,1,1,12897.96,12903.08,5.12
2217,1,1,12899.44,12904.44,5
2218,2,1,12900.44,12907.68,7.24
2219,1,1,12903.04,12909.88,6.84
2220,2,1,12903.16,12909.88,6.72
2221,2,6,12905.28,12912.4,7.12
2222,2,3,12912.52,12918.8,6.28
2223,1,1,12910.92,12917.2,6.28
2224,1,3,12913.88,12919.84,5.96
2225,1,2,12911.8,12918.68,6.88
2226,1,1,12912.76,12918.68,5.92
2227,2,1,12921.52,12927.16,5.64
2228,2,4,12923.76,12929.8,6.04
2229,1,3,12931.32,12940.2,8.88
2230,1,3,12934.84,12942.76,7.92
2231,1,1,12937.4,12943.48,6.08
2232,1,4,12934.36,12947.96,13.6
2233,1,1,12942.4,12956.56,14.16
2234,1,1,12950.8,12955.68,4.88
2235,2,3,12957.28,12965.56,8.28
2236,1,3,12963.84,12971.4,7.56
2237,2,1,12983.88,12996,12.12
2238,1,3,12984.76,12992.44,7.68
2239,2,3,13005.88,13015.64,9.76
2240,1,3,13005.88,13014.36,8.48
2241,1,2,13008.16,13015.8,7.64
2242,1,1,13010.76,13017.92,7.16
2243,2,3,13015.48,13021.52,6.04
2244,1,1,13026.04,13033.48,7.44
2245,1,1,13034.68,13040.64,5.96
2246,1,3,13034.76,13044.28,9.52
2247,1,3,13038.52,13044.28,5.76
2248,1,3,13038.96,13045.32,6.36
2249,1,3,13037.56,13046.2,8.64
2250,1,2,13041.52,13049.88,8.36
2251,1,1,13044.28,13051.72,7.44
2252,1,5,13046.2,13060.1,13.9
2253,1,1,13048.96,13056.28,7.32
2254,2,2,13052.8,13059.64,6.84
2255,1,1,13060.36,13070.2,9.84
2256,1,2,13062.16,13072.04,9.88
2257,1,2,13065.2,13074.32,9.12
2258,1,5,13069.28,13084.18,14.9
2259,2,1,13072.48,13077.96,5.48
2260,1,1,13079.8,13088.76,8.96
2261,1,1,13100.16,13105.24,5.08
2262,1,3,13104.76,13112.92,8.16
2263,1,1,13116.44,13123.76,7.32
2264,1,1,13135.16,13140.76,5.6
2265,1,3,13137.24,13144.76,7.52
2266,1,3,13142,13151.04,9.04
2267,1,1,13142.24,13151.8,9.56
2268,1,4,13144.04,13154,9.96
2269,2,4,13152.28,13157.64,5.36
2270,1,3,13152.72,13160.16,7.44
2271,1,3,13156.6,13163.64,7.04
2272,1,1,13159.56,13165.12,5.56
2273,2,2,13160,13163.76,3.76
2274,1,3,13167.4,13172.96,5.56
2275,2,3,13168.08,13174.04,5.96
2276,1,1,13173.08,13177.48,4.4
2277,1,3,13173.56,13179,5.44
2278,1,1,13180,13188.32,8.32
2279,2,5,13177.76,13181.24,3.48
2280,1,1,13180.16,13184.92,4.76
2281,1,3,13175.8,13181.24,5.44
2282,1,1,13176.2,13182.44,6.24
2283,1,1,13191.16,13196.36,5.2
2284,1,3,13190.2,13199.68,9.48
2285,2,1,13195,13200.8,5.8
2286,1,1,13200.8,13208.52,7.72
2287,1,4,13201.76,13207.76,6
2288,1,1,13203.08,13209,5.92
2289,1,2,13206.76,13211.96,5.2
2290,1,1,13207.64,13212.08,4.44
2291,2,1,13215.88,13221.04,5.16
2292,1,1,13216.72,13223.44,6.72
2293,2,1,13217.64,13223.4,5.76
2294,1,2,13217.8,13224.72,6.92
2295,2,3,13220.2,13227.28,7.08
2296,2,1,13221.08,13226.76,5.68
2297,2,1,13222.24,13227.64,5.4
2298,2,1,13224.2,13229.68,5.48
2299,1,1,13235.36,13243.6,8.24
2300,1,3,13239.96,13245.8,5.84
2301,1,1,13246,13253.16,7.16
2302,1,1,13248.6,13254.16,5.56
2303,1,1,13260.24,13265.92,5.68
2304,1,3,13266.92,13275.6,8.68
2305,1,2,13270.72,13277.36,6.64
2306,2,1,13271.92,13276.84,4.92
2307,2,1,13287.32,13291.52,4.2
2308,1,3,13292.68,13297.76,5.08
2309,1,4,13319.4,13324.52,5.12
2310,1,5,13322.56,13337.28,14.72
2311,2,1,13323.36,13328.44,5.08
2312,1,1,13326.6,13333.48,6.88
2313,1,1,13332.08,13336.76,4.68
2314,1,1,13345.28,13350.08,4.8
2315,1,1,13347.64,13352.36,4.72
2316,1,3,13349.04,13353.92,4.88
2317,1,1,13352.28,13366.26,13.98
2318,1,2,13377.24,13382.2,4.96
2319,1,2,13390.96,13396.68,5.72
2320,2,1,13395.2,13399.36,4.16
2321,2,7,13396.88,13406.4,9.52
2322,2,3,13400.72,13410.2,9.48
2323,1,4,13427.52,13433.28,5.76
2324,1,1,13429.32,13434.44,5.12
2325,2,2,13438.44,13443.68,5.24
2326,1,1,13438.48,13443.68,5.2
2327,2,2,13440.8,13445.76,4.96
2328,1,1,13439.72,13444.96,5.24
2329,1,1,13443.72,13448.72,5
2330,1,3,13448.48,13454.8,6.32
2331,1,1,13450.24,13455.56,5.32
2332,1,1,13458.16,13464.32,6.16
2333,2,1,13473.88,13481.08,7.2
2334,1,2,13488.16,13495.24,7.08
2335,1,1,13490.68,13498.56,7.88
2336,1,1,13491.64,13501.08,9.44
2337,1,4,13493.48,13502.56,9.08
2338,1,3,13507.96,13516,8.04
2339,1,3,13509,13520,11
2340,1,1,13511.8,13520.56,8.76
2341,2,1,13511.88,13518.56,6.68
2342,2,2,13524,13531.04,7.04
2343,1,4,13527.56,13534.76,7.2
2344,1,2,13545.4,13553.88,8.48
2345,1,1,13547.68,13555,7.32
2346,1,1,13550.2,13556.24,6.04
2347,1,2,13552.12,13557.36,5.24
2348,2,3,13556.28,13569.4,13.12
2349,2,3,13566.36,13573.24,6.88
2350,1,2,13574.2,13582.16,7.96
2351,1,2,13582.6,13587.16,4.56
2352,1,1,13600.68,13606.68,6
2353,2,3,13611.32,13617.4,6.08
2354,1,4,13612.36,13620.16,7.8
2355,1,2,13613.56,13619.12,5.56
2356,1,3,13623.16,13633.16,10
2357,1,3,13626.04,13632.96,6.92
2358,1,3,13638.52,13644.96,6.44
2359,1,1,13639.48,13646.08,6.6
2360,1,3,13641.4,13647.68,6.28
2361,1,1,13661,13669.88,8.88
2362,2,1,13674.72,13680.4,5.68
2363,2,1,13678.72,13685.56,6.84
2364,1,3,13684.76,13692.28,7.52
2365,1,2,13686.52,13692.88,6.36
2366,1,1,13689.4,13694.96,5.56
2367,1,1,13693.72,13700.56,6.84
2368,1,3,13700.92,13707.68,6.76
2369,1,2,13706.8,13716.32,9.52
2370,2,1,13716.8,13725.88,9.08
2371,1,4,13717.48,13724.16,6.68
2372,1,3,13720.12,13726.4,6.28
2373,1,1,13722.04,13727.68,5.64
2374,1,1,13725.88,13733.44,7.56
2375,1,1,13727.8,13735,7.2
2376,1,1,13728.76,13736.48,7.72
2377,1,3,13733.84,13741.48,7.64
2378,1,3,13737.4,13745.16,7.76
2379,2,6,13755.12,13763.32,8.2
2380,1,1,13760.64,13768.56,7.92
2381,2,3,13763.88,13771,7.12
2382,2,4,13768.16,13773.24,5.08
2383,1,1,13768.4,13775,6.6
2384,2,7,13773.92,13781.56,7.64
2385,1,3,13782.52,13789.08,6.56
2386,1,1,13790.2,13794.88,4.68
2387,1,3,13799.8,13807.48,7.68
2388,1,1,13805.56,13811.72,6.16
2389,2,2,13811.12,13819,7.88
2390,2,3,13813.88,13821.88,8
2391,2,1,13827.16,13831.88,4.72
2392,1,3,13827.88,13836.68,8.8
2393,1,3,13838.96,13846.16,7.2
2394,1,1,13841.08,13847.68,6.6
2395,1,1,13842.04,13849.04,7
2396,1,2,13849.72,13856.36,6.64
2397,1,3,13851.64,13856.6,4.96
2398,1,3,13855.2,13862.52,7.32
2399,1,3,13859.92,13866.44,6.52
2400,1,3,13863.32,13869.4,6.08
2401,1,3,13869.88,13877.44,7.56
2402,1,3,13871.04,13878.24,7.2
2403,1,3,13871.8,13878.72,6.92
2404,1,1,13904.44,13913.2,8.76
2405,1,1,13910.08,13919,8.92
2406,1,6,13915.88,13924.48,8.6
2407,2,1,13920.84,13928.44,7.6
2408,2,1,13923.4,13930.36,6.96
2409,2,1,13924.64,13931.32,6.68
2410,1,1,13922.68,13931.84,9.16
2411,2,2,13926.8,13934.2,7.4
2412,1,3,13924.6,13932.8,8.2
2413,2,3,13936.12,13943.8,7.68
2414,1,1,13937.92,13950.64,12.72
2415,1,1,13939.96,13947.88,7.92
2416,1,4,13940.92,13952.84,11.92
2417,1,3,13943.8,13954.88,11.08
2418,1,3,13944.76,13955.84,11.08
2419,2,3,13954.32,13959.16,4.84
2420,2,1,13976.24,13980.28,4.04
2421,1,1,13983.16,13991.88,8.72
2422,1,1,13986.04,13993.08,7.04
2423,2,4,13985.48,13991,5.52
2424,2,3,13990.48,13998.52,8.04
2425,1,2,13997.84,14005.2,7.36
2426,2,4,14004.68,14010.4,5.72
2427,2,6,14007.48,14013.8,6.32
2428,2,2,14008.48,14015.8,7.32
2429,2,2,14017.92,14023.48,5.56
2430,1,2,14019.04,14024.84,5.8
2431,1,1,14033.64,14043.6,9.96
2432,1,1,14047.04,14053.08,6.04
2433,2,1,14060.68,14066.68,6
2434,1,4,14062.24,14067.84,5.6
2435,1,3,14067.2,14072.88,5.68
2436,1,3,14071.88,14077.76,5.88
2437,1,2,14077.36,14085.08,7.72
2438,1,3,14081.08,14089.56,8.48
2439,1,3,14081.08,14091.12,10.04
2440,1,1,14083,14088.52,5.52
2441,1,2,14088.76,14097.8,9.04
2442,1,1,14089.96,14095.8,5.84
2443,1,1,14096,14102.92,6.92
2444,1,3,14099.6,14106.96,7.36
2445,1,3,14109.88,14117.2,7.32
2446,2,1,14114.56,14120.44,5.88
2447,1,1,14111.6,14121.04,9.44
2448,1,2,14123.08,14128.8,5.72
2449,1,3,14135,14142.52,7.52
2450,2,3,14140.12,14149.52,9.4
2451,2,3,14140.12,14150,9.88
2452,1,3,14145.48,14152.44,6.96
2453,1,3,14147.32,14155.92,8.6
2454,1,3,14157.24,14162.36,5.12
2455,1,4,14158.68,14164.28,5.6
2456,1,2,14163.76,14172,8.24
2457,1,5,14177.92,14192.26,14.34
2458,1,1,14177.6,14183.48,5.88
2459,1,1,14179.92,14187.36,7.44
2460,1,3,14178.96,14185.12,6.16
2461,1,1,14185.2,14190,4.8
2462,1,3,14189.56,14197.88,8.32
2463,1,2,14194.56,14201.76,7.2
2464,2,2,14219.04,14224.24,5.2
2465,2,1,14240.44,14245.32,4.88
2466,1,4,14244.44,14250.64,6.2
2467,1,4,14267.2,14273.72,6.52
2468,1,1,14269.24,14275.36,6.12
2469,1,4,14270.92,14277.32,6.4
2470,2,2,14294.92,14299.96,5.04
2471,1,1,14296.2,14303.44,7.24
2472,1,3,14298.16,14304.72,6.56
2473,1,1,14302.24,14309,6.76
2474,1,1,14311.32,14317.52,6.2
2475,2,3,14317.8,14324.6,6.8
2476,2,1,14318.56,14324.04,5.48
2477,2,2,14322.24,14328.12,5.88
2478,1,1,14327.76,14333.88,6.12
2479,1,2,14331.52,14339.04,7.52
2480,1,5,14341.76,14354.64,12.88
2481,1,1,14341.24,14347.24,6
2482,1,1,14342,14348.32,6.32
2483,1,2,14346.04,14355.08,9.04
2484,1,2,14361.52,14369.88,8.36
2485,1,2,14368.92,14375.56,6.64
2486,1,3,14382.12,14390.12,8
2487,2,2,14392.64,14399.28,6.64
2488,1,6,14400.12,14414.23,14.11
2489,1,1,14421.32,14427.92,6.6
2490,1,1,14444.12,14449.8,5.68
2491,1,3,14450.68,14456.24,5.56
2492,1,2,14451.72,14457.56,5.84
2493,1,1,14461,14468.52,7.52
2494,1,2,14470.68,14476.08,5.4
2495,2,3,14476.96,14483.32,6.36
2496,1,7,14474.28,14487.28,13
2497,1,3,14486.08,14493.04,6.96
2498,1,3,14517.96,14524.8,6.84
2499,2,1,14526.24,14530.68,4.44
2500,1,1,14527.44,14535.68,8.24
2501,2,1,14536.88,14542.88,6
2502,1,1,14537.2,14543.6,6.4
2503,1,1,14538.84,14545.68,6.84
2504,2,1,14550.28,14554.56,4.28
2505,2,3,14558.84,14564.96,6.12
2506,2,2,14560.56,14566.36,5.8
2507,2,1,14567.84,14572.6,4.76
2508,1,1,14569.64,14574.04,4.4
2509,2,3,14576.24,14582.68,6.44
2510,1,6,14580.28,14587.2,6.92
2511,1,3,14593.72,14599.28,5.56
2512,1,5,14583.08,14597.38,14.3
2513,2,3,14581.72,14590.84,9.12
2514,1,3,14587,14594.44,7.44
2515,2,1,14607.84,14612.96,5.12
2516,2,1,14610.36,14615.8,5.44
2517,1,1,14610.8,14621.08,10.28
2518,1,1,14613.88,14623.28,9.4
2519,1,5,14622.52,14633.72,11.2
2520,1,1,14625.4,14636.72,11.32
2521,1,1,14628.28,14639.12,10.84
2522,1,1,14636.32,14643.8,7.48
2523,2,3,14643.92,14652.28,8.36
2524,2,3,14644.88,14653.24,8.36
2525,1,1,14652.8,14659,6.2
2526,2,4,14658.8,14664.76,5.96
2527,2,1,14664.32,14668.76,4.44
2528,1,3,14669.16,14678.16,9
2529,1,1,14673.04,14681.96,8.92
2530,1,2,14679.88,14686.8,6.92
2531,1,1,14682.24,14690.44,8.2
2532,1,1,14683.6,14691.44,7.84
2533,1,2,14685.16,14692.72,7.56
2534,1,3,14693.48,14700.84,7.36
2535,1,4,14699.6,14707.68,8.08
2536,1,1,14711.96,14719.36,7.4
2537,1,7,14751.16,14759.32,8.16
2538,1,1,14757.08,14764.68,7.6
2539,1,1,14761.76,14768.16,6.4
2540,1,3,14791.84,14797.56,5.72
2541,1,3,14795.32,14803,7.68
2542,1,3,14806.84,14814.24,7.4
2543,2,3,14809.04,14815.48,6.44
2544,1,4,14811.64,14818.04,6.4
2545,1,5,14809.72,14824.56,14.84
2546,2,3,14811.04,14817.4,6.36
2547,2,3,14811.04,14816.88,5.84
2548,2,1,14816.72,14822.2,5.48
2549,1,3,14817.4,14827,9.6
2550,1,1,14822.2,14830.6,8.4
2551,1,3,14830.28,14838.28,8
2552,1,3,14836.6,14845.6,9
2553,1,3,14837.56,14844.8,7.24
2554,2,3,14839.12,14846.2,7.08
2555,2,2,14840.72,14847.16,6.44
2556,1,3,14836.6,14845.56,8.96
2557,1,3,14837.56,14844.8,7.24
2558,1,3,14840.44,14848.12,7.68
2559,2,4,14849.68,14857.72,8.04
2560,1,3,14851,14859.88,8.88
2561,2,1,14851.96,14858.68,6.72
2562,2,3,14854.56,14859.68,5.12
2563,2,1,14861.24,14865.56,4.32
2564,1,1,14861.12,14868.76,7.64
2565,1,3,14864.36,14871.24,6.88
2566,1,2,14873.36,14882.68,9.32
2567,1,1,14877.04,14882.56,5.52
2568,1,4,14915.32,14922.04,6.72
2569,2,3,14921.04,14929.04,8
2570,2,6,14923,14930.68,7.68
2571,1,3,14929.68,14935.68,6
2572,1,3,14927.8,14933.36,5.56
2573,1,2,14941.92,14951.84,9.92
2574,2,2,14941.96,14946.24,4.28
2575,2,1,14956.04,14960.88,4.84
2576,1,1,14964.28,14974.28,10
2577,1,1,14966.24,14972.96,6.72
2578,1,2,14975.08,14981.6,6.52
2579,1,4,14977.44,14983.52,6.08
2580,1,1,14978.04,14985.08,7.04
2581,1,3,14984.36,14989.12,4.76
2582,2,1,14991.32,14995.96,4.64
2583,1,3,14991.96,15000.12,8.16
2584,2,2,14998.04,15003.56,5.52
2585,1,2,15001.8,15005.88,4.08
2586,1,4,15014.88,15023.44,8.56
2587,1,3,15010.36,15019.36,9
2588,2,3,15012.84,15019.28,6.44
2589,1,1,15018.04,15025.32,7.28
2590,2,1,15028.88,15034.36,5.48
2591,1,1,15030.4,15038.64,8.24
2592,2,1,15032.2,15037.24,5.04
2593,1,2,15033.4,15042.12,8.72
2594,1,2,15034.36,15041.92,7.56
2595,2,3,15042.6,15051.64,9.04
2596,1,2,15047.48,15054.32,6.84
2597,1,2,15048.76,15055.6,6.84
2598,1,2,15051,15057.64,6.64
2599,2,2,15058.56,15064.12,5.56
2600,2,1,15070.92,15076.6,5.68
2601,2,3,15072.76,15078.52,5.76
2602,2,1,15071.72,15075.64,3.92
2603,1,1,15072.32,15077.44,5.12
2604,1,1,15075.64,15080.8,5.16
2605,1,6,15087.16,15097.4,10.24
2606,1,1,15087.48,15092.84,5.36
2607,1,3,15089.08,15094.68,5.6
2608,1,2,15090.04,15096.96,6.92
2609,1,1,15091.24,15100.28,9.04
2610,2,3,15100.52,15108.28,7.76
2611,2,3,15102.44,15110.2,7.76
2612,1,3,15101.56,15111.24,9.68
2613,1,1,15119.28,15124.8,5.52
2614,1,3,15126.52,15137.84,11.32
2615,1,6,15132.64,15140.6,7.96
2616,1,4,15137.96,15143.8,5.84
2617,1,3,15138.32,15146.68,8.36
2618,1,3,15141.88,15148.92,7.04
2619,1,3,15144.76,15152.28,7.52
2620,1,3,15145.72,15153.6,7.88
2621,1,1,15150.52,15155.44,4.92
2622,1,6,15155.32,15163,7.68
2623,2,1,15158.24,15163.96,5.72
2624,2,2,15161.96,15167.8,5.84
2625,2,1,15164.76,15170.68,5.92
2626,1,1,15163.96,15170.44,6.48
2627,1,2,15169.56,15173.56,4
2628,1,2,15174.72,15181.08,6.36
2629,2,2,15176.04,15181.24,5.2
2630,1,3,15180.28,15189,8.72
2631,1,2,15185.2,15193.92,8.72
2632,1,2,15187,15195.16,8.16
2633,1,3,15190.68,15199.28,8.6
2634,1,3,15191.8,15201.4,9.6
2635,1,3,15208.12,15214.64,6.52
2636,1,3,15215.64,15222,6.36
2637,2,3,15220.08,15223.96,3.88
2638,2,1,15221.56,15226,4.44
2639,2,3,15223.48,15228.28,4.8
2640,2,3,15224.72,15229.24,4.52
2641,1,1,15218.4,15224.72,6.32
2642,1,2,15239.08,15245.92,6.84
2643,1,2,15239.92,15247.48,7.56
2644,1,3,15241.56,15246.84,5.28
2645,1,3,15241.84,15246.12,4.28
2646,1,3,15241.72,15247.52,5.8
2647,1,6,15249.32,15256.28,6.96
2648,2,3,15251.2,15258.24,7.04
2649,2,2,15255.44,15260.2,4.76
2650,1,3,15249.72,15258.28,8.56
2651,1,1,15252.12,15259.04,6.92
2652,1,1,15254.04,15261.28,7.24
2653,1,3,15255.24,15261.8,6.56
2654,1,6,15257.2,15263.28,6.08
2655,1,2,15262.72,15269.32,6.6
2656,1,3,15271.48,15279.16,7.68
2657,1,3,15279.32,15286,6.68
2658,1,3,15276.48,15282.68,6.2
2659,1,1,15278.88,15284.88,6
2660,1,1,15280.96,15286.6,5.64
2661,1,3,15286.96,15292.76,5.8
2662,2,1,15288.48,15294.52,6.04
2663,1,1,15293.84,15301.72,7.88
2664,1,1,15295.48,15301,5.52
2665,1,3,15311.96,15318.4,6.44
2666,1,2,15316.88,15323,6.12
2667,1,2,15330.8,15336.04,5.24
2668,1,3,15333.88,15341.88,8
2669,1,1,15338.04,15344.2,6.16
2670,2,3,15344.28,15349.4,5.12
2671,1,2,15351.24,15361.16,9.92
2672,2,1,15352.88,15358.24,5.36
2673,2,3,15354.16,15359.68,5.52
2674,2,3,15357.52,15362.72,5.2
2675,1,1,15371.32,15378.44,7.12
2676,1,1,15371.32,15380.48,9.16
2677,1,1,15376.56,15382.48,5.92
2678,2,1,15382.96,15388.6,5.64
2679,2,1,15387.64,15393.28,5.64
2680,2,1,15387.72,15395.32,7.6
2681,2,3,15391.16,15398.2,7.04
2682,2,1,15387.64,15391.28,3.64
2683,1,1,15387.44,15392.88,5.44
2684,2,3,15391.28,15397.24,5.96
2685,1,1,15394.36,15402.04,7.68
2686,1,1,15396.28,15403.76,7.48
2687,1,1,15398.2,15405.36,7.16
2688,1,1,15399.16,15407.48,8.32
2689,1,3,15410.68,15418.52,7.84
2690,1,2,15413.56,15418.52,4.96
2691,1,1,15423,15428.48,5.48
2692,1,3,15427,15433.76,6.76
2693,2,2,15435.28,15440.08,4.8
2694,2,1,15437.56,15442.84,5.28
2695,1,1,15469.24,15477.76,8.52
2696,1,1,15471.16,15480.68,9.52
2697,1,1,15486.92,15495.76,8.84
2698,1,1,15488.44,15497.08,8.64
2699,1,3,15492.28,15499.6,7.32
2700,1,1,15496.04,15502.04,6
2701,2,1,15503.92,15508.68,4.76
2702,1,3,15504.76,15512.24,7.48
2703,1,2,15518.28,15524.88,6.6
2704,1,2,15519.04,15527.84,8.8
2705,1,2,15526.8,15533.96,7.16
2706,1,4,15532.6,15539.88,7.28
2707,2,4,15541.48,15547.96,6.48
2708,2,3,15534.12,15539.32,5.2
2709,1,3,15536.44,15543.88,7.44
2710,1,2,15554.68,15562.64,7.96
2711,2,1,15551.8,15555.64,3.84
2712,1,3,15557.56,15564.64,7.08
2713,1,1,15559.48,15566.36,6.88
2714,1,1,15563.32,15568.48,5.16
2715,1,3,15567.16,15576.2,9.04
2716,1,1,15570.04,15577.48,7.44
2717,1,3,15574.84,15582.56,7.72
2718,1,3,15578.68,15586.8,8.12
2719,1,2,15580.52,15586.44,5.92
2720,1,1,15587.32,15592.6,5.28
2721,2,2,15590.04,15594.28,4.24
2722,2,1,15595.08,15599.8,4.72
2723,2,3,15599.88,15605.68,5.8
2724,2,3,15601.72,15606.84,5.12
2725,1,1,15599.28,15605.08,5.8
2726,1,1,15602.68,15608.52,5.84
2727,1,1,15607.48,15613.32,5.84
2728,1,3,15609.4,15617.24,7.84
2729,1,3,15611.32,15617.88,6.56
2730,1,1,15619.96,15629.32,9.36
2731,1,3,15621.88,15629.32,7.44
2732,1,1,15628.6,15634.24,5.64
2733,2,3,15651.52,15656.48,4.96
2734,1,3,15653.44,15663.16,9.72
2735,1,3,15652.68,15663.16,10.48
2736,2,3,15662.76,15668.04,5.28
2737,1,1,15663.2,15671.48,8.28
2738,1,1,15668.92,15676.4,7.48
2739,1,1,15678.52,15683.68,5.16
2740,2,1,15686.4,15690.04,3.64
2741,1,3,15664,15669.88,5.88
2742,2,1,15668,15672.16,4.16
2743,1,1,15684.64,15690.04,5.4
2744,2,4,15684.76,15689.84,5.08
2745,1,3,15690.64,15697.84,7.2
2746,1,2,15695.4,15702.48,7.08
2747,1,1,15699.52,15706.8,7.28
